"module_name","gate_counts","area_math","total_area","delay_math","total_delay","static_power_math","total_static_power"
"nios_system_alu","2 a2111oi_0, 1 a211o_1, 2 a211oi_1, 1 a21bo_1, 8 a21boi_0, 9 a21o_1, 117 a21oi_1, 1 a221o_1, 4 a221oi_1, 7 a22o_1, 24 a22oi_1, 6 a2bb2oi_1, 1 a311o_1, 2 a311oi_1, 3 a31o_1, 40 a31oi_1, 3 a32o_1, 3 a32oi_1, 2 a41oi_1, 56 and2_0, 6 and3_1, 1 and3b_1, 1 and4_1, 56 clkinv_1, 32 dfrtp_1, 191 maj3_1, 1 mux2i_1, 371 nand2_1, 37 nand2b_1, 19 nand3_1, 1 nand3b_1, 8 nand4_1, 2 nand4b_1, 199 nor2_1, 39 nor2b_1, 24 nor3_1, 2 nor3b_1, 5 nor4_1, 1 nor4bb_1, 6 o2111ai_1, 4 o211ai_1, 11 o21a_1, 86 o21ai_0, 5 o21bai_1, 1 o221ai_1, 7 o22a_1, 6 o22ai_1, 1 o311a_1, 2 o311ai_0, 2 o31a_1, 4 o31ai_1, 3 o32a_1, 1 o32ai_1, 2 o41ai_1, 22 or2_0, 13 or3_1, 1 or3b_1, 3 or4_1, 414 xnor2_1, 57 xnor3_1, 233 xor2_1, 34 xor3_1","2*8.76 + 1*8.76 + 2*7.51 + 1*10.01 + 8*7.51 + 9*7.51 + 117*5.0 + 1*10.01 + 4*8.76 + 7*8.76 + 24*7.51 + 6*8.76 + 1*10.01 + 2*8.76 + 3*8.76 + 40*6.26 + 3*10.01 + 3*8.76 + 2*8.76 + 56*6.26 + 6*6.26 + 1*8.76 + 1*8.76 + 56*3.75 + 32*25.02 + 191*10.01 + 1*10.01 + 371*3.75 + 37*6.26 + 19*5.0 + 1*7.51 + 8*6.26 + 2*8.76 + 199*3.75 + 39*6.26 + 24*5.0 + 2*7.51 + 5*6.26 + 1*10.01 + 6*8.76 + 4*7.51 + 11*7.51 + 86*5.0 + 5*7.51 + 1*8.76 + 7*8.76 + 6*6.26 + 1*10.01 + 2*8.76 + 2*8.76 + 4*7.51 + 3*10.01 + 1*8.76 + 2*8.76 + 22*6.26 + 13*6.26 + 1*8.76 + 3*7.51 + 414*8.76 + 57*22.52 + 233*8.76 + 34*23.77",16660.82,"0.18 + 0.44 + 0.39 + 0.39 + 0.39 + 0.39 + 0.17 + 0.36 + 0.39 + 0.16 + 0.17 + 0.08 + 0.24 + 0.13 + 0.16 + 0.21 + 0.16 + 0.15 + 0.09 + 0.25 + 0.18 + 0.13 + 0.08 + 0.2 + 0.13 + 0.19 + 0.29 + 0.11",6.21,"2*0.42 + 1*3.14 + 2*0.98 + 1*7.27 + 8*2.48 + 9*5.9 + 117*1.65 + 1*2.66 + 4*1.78 + 7*4.06 + 24*2.58 + 6*3.38 + 1*1.57 + 2*0.97 + 3*2.37 + 40*1.48 + 3*2.3 + 3*1.25 + 2*1.36 + 56*1.92 + 6*5.59 + 1*7.06 + 1*3.4 + 56*1.57 + 32*11.65 + 191*2.09 + 1*5.89 + 371*2.12 + 37*2.25 + 19*1.03 + 1*1.4 + 8*0.53 + 2*1.03 + 199*1.97 + 39*2.18 + 24*0.93 + 2*1.3 + 5*0.5 + 1*3.2 + 6*0.58 + 4*0.7 + 11*2.21 + 86*1.04 + 5*2.87 + 1*1.09 + 7*2.76 + 6*1.31 + 1*3.77 + 2*0.64 + 2*2.07 + 4*1.7 + 3*1.66 + 1*1.09 + 2*1.39 + 22*1.26 + 13*1.28 + 1*2.59 + 3*0.85 + 414*2.07 + 57*15.62 + 233*4.28 + 34*15.22",6403.85
"dff2","2 a221o_1, 2 and3b_1, 2 dfxtp_1, 1 nor2_1","2*10.01 + 2*8.76 + 2*20.02 + 1*3.75",81.33,"0.27 + 0.27",0.54,"2*2.66 + 2*7.06 + 2*8.44 + 1*1.97",38.29
"control_digitos_1","1 a211o_1, 1 a21oi_1, 3 a31oi_1, 1 a41oi_1, 1 and4_1, 2 and4b_1, 1 clkinv_1, 36 dfxtp_1, 36 mux2_1, 29 nand2_1, 3 nand2b_1, 1 nand4bb_1, 2 nor2_1, 1 nor2b_1, 2 nor3_1, 4 nor4_1, 4 nor4bb_1, 4 o21ai_0, 1 or4_1, 1 or4b_1","1*8.76 + 1*5.0 + 3*6.26 + 1*8.76 + 1*8.76 + 2*10.01 + 1*3.75 + 36*20.02 + 36*11.26 + 29*3.75 + 3*6.26 + 1*11.26 + 2*3.75 + 1*6.26 + 2*5.0 + 4*6.26 + 4*10.01 + 4*5.0 + 1*7.51 + 1*10.01",1465.06,"0.38 + 0.18 + 0.41 + 0.35",1.32,"1*3.14 + 1*1.65 + 3*1.48 + 1*1.36 + 1*3.4 + 2*5.99 + 1*1.57 + 36*8.44 + 36*4.03 + 29*2.12 + 3*2.25 + 1*1.9 + 2*1.97 + 1*2.18 + 2*0.93 + 4*0.5 + 4*3.2 + 4*1.04 + 1*0.85 + 1*2.14",576.52
"pointer_basic","2 a211oi_1, 7 a21oi_1, 5 a311oi_1, 19 and2_0, 1 clkinv_1, 32 dfxtp_1, 1 maj3_1, 12 mux2_1, 21 nand2_1, 95 nor2_1, 1 nor2b_1, 1 nor3_1, 3 o21ai_0, 1 o311a_1, 5 o311ai_0, 1 o31a_1, 6 o31ai_1, 7 or2_0, 31 xnor2_1, 12 xor2_1","2*7.51 + 7*5.0 + 5*8.76 + 19*6.26 + 1*3.75 + 32*20.02 + 1*10.01 + 12*11.26 + 21*3.75 + 95*3.75 + 1*6.26 + 1*5.0 + 3*5.0 + 1*10.01 + 5*8.76 + 1*8.76 + 6*7.51 + 7*6.26 + 31*8.76 + 12*8.76",1991.67,"0.31 + 0.17 + 0.09 + 0.28 + 0.13 + 0.4 + 0.34 + 0.18 + 0.3 + 0.16 + 0.38 + 0.17 + 0.38 + 0.17 + 0.38 + 0.17 + 0.37 + 0.2 + 0.13 + 0.06 + 0.28",5.05,"2*0.98 + 7*1.65 + 5*0.97 + 19*1.92 + 1*1.57 + 32*8.44 + 1*2.09 + 12*4.03 + 21*2.12 + 95*1.97 + 1*2.18 + 1*0.93 + 3*1.04 + 1*3.77 + 5*0.64 + 1*2.07 + 6*1.7 + 7*1.26 + 31*2.07 + 12*4.28",758.43
"mux_wire_connection","1 and2_0, 1 mux2_1, 1 nand2_1, 1 or2_0, 1 xor2_1","1*6.26 + 1*11.26 + 1*3.75 + 1*6.26 + 1*8.76",36.29,"0.13 + 0.25",0.38,"1*1.92 + 1*4.03 + 1*2.12 + 1*1.26 + 1*4.28",13.61
"myModule","2 a31oi_1, 98 and2_0, 7 and4b_1, 2 clkinv_1, 138 dfxtp_1, 2 mux2_1, 4 nand2_1, 32 nand2b_1, 2 nand3_1, 8 nand4_1, 6 nand4b_1, 5 nor2_1, 1 nor3_1, 4 nor4_1, 6 nor4b_1, 8 nor4bb_1, 3 o21ai_0, 1 or2_0, 3 or4_1, 2 or4b_1, 6 xnor2_1, 5 xor2_1","2*6.26 + 98*6.26 + 7*10.01 + 2*3.75 + 138*20.02 + 2*11.26 + 4*3.75 + 32*6.26 + 2*5.0 + 8*6.26 + 6*8.76 + 5*3.75 + 1*5.0 + 4*6.26 + 6*8.76 + 8*10.01 + 3*5.0 + 1*6.26 + 3*7.51 + 2*10.01 + 6*8.76 + 5*8.76",4158.41,"0.3 + 0.3 + 1.23 + 0.23",2.06,"2*1.48 + 98*1.92 + 7*5.99 + 2*1.57 + 138*8.44 + 2*4.03 + 4*2.12 + 32*2.25 + 2*1.03 + 8*0.53 + 6*1.03 + 5*1.97 + 1*0.93 + 4*0.5 + 6*0.91 + 8*3.2 + 3*1.04 + 1*1.26 + 3*0.85 + 2*2.14 + 6*2.07 + 5*4.28",1590.8
"voltage_level_shifter","2 mux2_1","2*11.26",22.52,"0.26",0.26,"2*4.03",8.06
"coeff_rom","1 a21boi_0, 1 a21o_1, 2 a21oi_1, 3 clkinv_1, 15 dfxtp_1, 1 mux2i_1, 8 nand2_1, 1 nand2b_1, 1 nor2_1, 1 nor2b_1, 6 o21ai_0","1*7.51 + 1*7.51 + 2*5.0 + 3*3.75 + 15*20.02 + 1*10.01 + 8*3.75 + 1*6.26 + 1*3.75 + 1*6.26 + 6*5.0",422.85,"0.14 + 0.14 + 0.09",0.37,"1*2.48 + 1*5.9 + 2*1.65 + 3*1.57 + 15*8.44 + 1*5.89 + 8*2.12 + 1*2.25 + 1*1.97 + 1*2.18 + 6*1.04",178.48
"d_flip_flop","1 dfxtp_1","1*20.02",20.02,"0.26",0.26,"1*8.44",8.44
"uart51_rx","2 a21oi_1, 1 a22o_1, 1 a311o_1, 1 and2_0, 2 and3_1, 1 and4b_1, 3 clkinv_1, 19 dfrtp_1, 2 dfstp_2, 1 dfxtp_1, 2 mux2_1, 17 nand2_1, 6 nand3_1, 2 nand3b_1, 2 nand4_1, 7 nor2_1, 3 nor2b_1, 1 nor3_1, 2 nor4bb_1, 1 o211a_1, 4 o211ai_1, 1 o21a_1, 9 o21ai_0, 1 o21bai_1, 1 o22ai_1, 3 o2bb2ai_1, 1 o311ai_0, 1 o31a_1, 1 o31ai_1, 2 or2_0, 4 or3_1, 1 or4_1, 10 xnor2_1, 3 xor2_1","2*5.0 + 1*8.76 + 1*10.01 + 1*6.26 + 2*6.26 + 1*10.01 + 3*3.75 + 19*25.02 + 2*26.28 + 1*20.02 + 2*11.26 + 17*3.75 + 6*5.0 + 2*7.51 + 2*6.26 + 7*3.75 + 3*6.26 + 1*5.0 + 2*10.01 + 1*10.01 + 4*7.51 + 1*7.51 + 9*5.0 + 1*7.51 + 1*6.26 + 3*8.76 + 1*8.76 + 1*8.76 + 1*7.51 + 2*6.26 + 4*6.26 + 1*7.51 + 10*8.76 + 3*8.76",1147.22,"0.38 + 0.37 + 0.36 + 0.14 + 0.06 + 0.45",1.76,"2*1.65 + 1*4.06 + 1*1.57 + 1*1.92 + 2*5.59 + 1*5.99 + 3*1.57 + 19*11.65 + 2*10.52 + 1*8.44 + 2*4.03 + 17*2.12 + 6*1.03 + 2*1.4 + 2*0.53 + 7*1.97 + 3*2.18 + 1*0.93 + 2*3.2 + 1*10.66 + 4*0.7 + 1*2.21 + 9*1.04 + 1*2.87 + 1*1.31 + 3*1.85 + 1*0.64 + 1*2.07 + 1*1.7 + 2*1.26 + 4*1.28 + 1*0.85 + 10*2.07 + 3*4.28",446.56
"clock_counter","1 a21o_1, 5 a21oi_1, 3 a31oi_1, 2 and2_0, 3 and3_1, 4 and4_1, 1 conb_1, 17 dfrtp_1, 1 nand2b_1, 2 nand3_1, 8 nor2_1, 9 nor3_1, 1 nor3b_1, 1 nor4_1, 2 o21ai_0, 4 xnor2_1, 1 xor2_1","1*7.51 + 5*5.0 + 3*6.26 + 2*6.26 + 3*6.26 + 4*8.76 + 1*3.75 + 17*25.02 + 1*6.26 + 2*5.0 + 8*3.75 + 9*5.0 + 1*7.51 + 1*6.26 + 2*5.0 + 4*8.76 + 1*8.76",705.55,"0.37 + 0.25 + 0.26 + 0.26 + 0.3 + 0.2 + 0.04",1.68,"1*5.9 + 5*1.65 + 3*1.48 + 2*1.92 + 3*5.59 + 4*3.4 + 1*3.24 + 17*11.65 + 1*2.25 + 2*1.03 + 8*1.97 + 9*0.93 + 1*1.3 + 1*0.5 + 2*1.04 + 4*2.07 + 1*4.28",298.97
"fmrv32im_timer","2 a211o_1, 4 a211oi_1, 1 a21o_1, 47 a21oi_1, 33 a22o_1, 2 a22oi_1, 1 a2bb2oi_1, 1 a311oi_1, 2 a31o_1, 4 a31oi_1, 3 and2_0, 3 and4_1, 27 clkinv_1, 64 dfxtp_1, 5 maj3_1, 15 nand2_1, 3 nand2b_1, 2 nand3_1, 1 nand3b_1, 5 nand4_1, 59 nor2_1, 10 nor2b_1, 4 nor3_1, 1 nor3b_1, 6 nor4_1, 2 nor4b_1, 2 o2111ai_1, 4 o211a_1, 2 o211ai_1, 1 o21a_1, 71 o21ai_0, 7 o22ai_1, 2 or3_1, 1 or3b_1, 17 xnor2_1, 12 xor2_1","2*8.76 + 4*7.51 + 1*7.51 + 47*5.0 + 33*8.76 + 2*7.51 + 1*8.76 + 1*8.76 + 2*8.76 + 4*6.26 + 3*6.26 + 3*8.76 + 27*3.75 + 64*20.02 + 5*10.01 + 15*3.75 + 3*6.26 + 2*5.0 + 1*7.51 + 5*6.26 + 59*3.75 + 10*6.26 + 4*5.0 + 1*7.51 + 6*6.26 + 2*8.76 + 2*8.76 + 4*10.01 + 2*7.51 + 1*7.51 + 71*5.0 + 7*6.26 + 2*6.26 + 1*8.76 + 17*8.76 + 12*8.76",3376.4,"2.54 + 1.56 + 0.44 + 0.06",4.6,"2*3.14 + 4*0.98 + 1*5.9 + 47*1.65 + 33*4.06 + 2*2.58 + 1*3.38 + 1*0.97 + 2*2.37 + 4*1.48 + 3*1.92 + 3*3.4 + 27*1.57 + 64*8.44 + 5*2.09 + 15*2.12 + 3*2.25 + 2*1.03 + 1*1.4 + 5*0.53 + 59*1.97 + 10*2.18 + 4*0.93 + 1*1.3 + 6*0.5 + 2*0.91 + 2*0.58 + 4*10.66 + 2*0.7 + 1*2.21 + 71*1.04 + 7*1.31 + 2*1.28 + 1*2.59 + 17*2.07 + 12*4.28",1271.41
"comparator","1 clkinv_1, 1 maj3_1, 2 nor2b_1, 1 nor3_1, 1 xor2_1","1*3.75 + 1*10.01 + 2*6.26 + 1*5.0 + 1*8.76",40.04,"0.12 + 0.31",0.43,"1*1.57 + 1*2.09 + 2*2.18 + 1*0.93 + 1*4.28",13.23
"cf_mul","1 a211oi_1, 3 a21boi_0, 2 a21o_1, 8 a21oi_1, 2 a221o_1, 13 a221oi_1, 30 a222oi_1, 12 a22oi_1, 1 a311oi_1, 1 a31oi_1, 33 and2_0, 5 and3_1, 9 clkinv_1, 248 dfxtp_1, 40 maj3_1, 113 nand2_1, 12 nand2b_1, 3 nand3_1, 36 nor2_1, 11 nor2b_1, 5 nor3_1, 1 nor4_1, 3 o21a_1, 34 o21ai_0, 6 o221ai_1, 4 o31ai_1, 7 or2_0, 1 or3_1, 106 xnor2_1, 41 xor2_1","1*7.51 + 3*7.51 + 2*7.51 + 8*5.0 + 2*10.01 + 13*8.76 + 30*10.01 + 12*7.51 + 1*8.76 + 1*6.26 + 33*6.26 + 5*6.26 + 9*3.75 + 248*20.02 + 40*10.01 + 113*3.75 + 12*6.26 + 3*5.0 + 36*3.75 + 11*6.26 + 5*5.0 + 1*6.26 + 3*7.51 + 34*5.0 + 6*8.76 + 4*7.51 + 7*6.26 + 1*6.26 + 106*8.76 + 41*8.76",8623.31,"0.29 + 0.08 + 0.13 + 0.4 + 0.39 + 0.39 + 0.38 + 0.25 + 0.14 + 0.4 + 0.39 + 0.39 + 0.39 + 0.39 + 0.39 + 0.39 + 0.39 + 0.37 + 0.13",6.08,"1*0.98 + 3*2.48 + 2*5.9 + 8*1.65 + 2*2.66 + 13*1.78 + 30*2.43 + 12*2.58 + 1*0.97 + 1*1.48 + 33*1.92 + 5*5.59 + 9*1.57 + 248*8.44 + 40*2.09 + 113*2.12 + 12*2.25 + 3*1.03 + 36*1.97 + 11*2.18 + 5*0.93 + 1*0.5 + 3*2.21 + 34*1.04 + 6*1.09 + 4*1.7 + 7*1.26 + 1*1.28 + 106*2.07 + 41*4.28",3280.38
"top_module","2 a211oi_1, 2 a21bo_1, 1 a21oi_1, 27 a221oi_1, 1 a2bb2oi_1, 1 a32oi_1, 4 clkinv_1, 66 dfxtp_1, 4 nand2_1, 1 nand2b_1, 1 nand3_1, 1 nand3b_1, 1 nand4_1, 1 nand4b_1, 35 nor2_1, 66 nor2b_1, 29 nor3_1, 1 nor4_1, 29 o21ai_0, 1 or2_0","2*7.51 + 2*10.01 + 1*5.0 + 27*8.76 + 1*8.76 + 1*8.76 + 4*3.75 + 66*20.02 + 4*3.75 + 1*6.26 + 1*5.0 + 1*7.51 + 1*6.26 + 1*8.76 + 35*3.75 + 66*6.26 + 29*5.0 + 1*6.26 + 29*5.0 + 1*6.26",2526.12,"0.37 + 0.1 + 0.25 + 0.09 + 2.05 + 0.31 + 0.19",3.36,"2*0.98 + 2*7.27 + 1*1.65 + 27*1.78 + 1*3.38 + 1*1.25 + 4*1.57 + 66*8.44 + 4*2.12 + 1*2.25 + 1*1.03 + 1*1.4 + 1*0.53 + 1*1.03 + 35*1.97 + 66*2.18 + 29*0.93 + 1*0.5 + 29*1.04 + 1*1.26",920.6
"ssio_sdr_in","1 dfxtp_1","1*20.02",20.02,"0.26",0.26,"1*8.44",8.44
"up_counter_4bit","2 a21oi_1, 1 a41oi_1, 1 and3_1, 4 dfxtp_1, 1 nor2_1, 1 nor3_1, 1 o21a_1, 1 o21bai_1","2*5.0 + 1*8.76 + 1*6.26 + 4*20.02 + 1*3.75 + 1*5.0 + 1*7.51 + 1*7.51",128.87,"0.31 + 0.17 + 0.15",0.63,"2*1.65 + 1*1.36 + 1*5.59 + 4*8.44 + 1*1.97 + 1*0.93 + 1*2.21 + 1*2.87",51.99
"mux2to1","1 mux2_1","1*11.26",11.26,"0.26",0.26,"1*4.03",4.03
"and_or_gate","1 and2_0","1*6.26",6.26,"0.1",0.1,"1*1.92",1.92
"Ctr","5 clkinv_1, 1 conb_1, 2 nand3_1, 3 nor2_1, 2 nor3_1, 1 nor3b_1, 1 o211ai_1, 1 o21bai_1, 1 o311ai_0, 1 or4_1","5*3.75 + 1*3.75 + 2*5.0 + 3*3.75 + 2*5.0 + 1*7.51 + 1*7.51 + 1*7.51 + 1*8.76 + 1*7.51",92.55,"0.54 + 0.13 + 0.1",0.77,"5*1.57 + 1*3.24 + 2*1.03 + 3*1.97 + 2*0.93 + 1*1.3 + 1*0.7 + 1*2.87 + 1*0.64 + 1*0.85",27.28
"fric_client_slave","2 a2111o_1, 1 a2111oi_0, 1 a211o_1, 2 a211oi_1, 20 a21oi_1, 5 a222oi_1, 8 a22o_1, 3 a22oi_1, 1 and4_1, 1 and4b_1, 55 dfxtp_1, 8 mux2i_1, 24 nand2_1, 4 nand3_1, 1 nand3b_1, 16 nor2_1, 13 nor2b_1, 2 nor3_1, 1 nor3b_1, 2 nor4b_1, 4 o21ai_0, 1 or2_0, 1 or3_1","2*11.26 + 1*8.76 + 1*8.76 + 2*7.51 + 20*5.0 + 5*10.01 + 8*8.76 + 3*7.51 + 1*8.76 + 1*10.01 + 55*20.02 + 8*10.01 + 24*3.75 + 4*5.0 + 1*7.51 + 16*3.75 + 13*6.26 + 2*5.0 + 1*7.51 + 2*8.76 + 4*5.0 + 1*6.26 + 1*6.26",1824.11,"0.31 + 0.36 + 0.8 + 0.19 + 0.16",1.82,"2*1.68 + 1*0.42 + 1*3.14 + 2*0.98 + 20*1.65 + 5*2.43 + 8*4.06 + 3*2.58 + 1*3.4 + 1*5.99 + 55*8.44 + 8*5.89 + 24*2.12 + 4*1.03 + 1*1.4 + 16*1.97 + 13*2.18 + 2*0.93 + 1*1.3 + 2*0.91 + 4*1.04 + 1*1.26 + 1*1.28",742.9
"adder_subtractor","1 a21boi_0, 1 a21oi_1, 2 and2_0, 1 clkinv_1, 7 maj3_1, 4 nand2_1, 2 nor2_1, 1 o21ai_0, 1 o22ai_1, 1 o31ai_1, 18 xnor2_1, 2 xor2_1","1*7.51 + 1*5.0 + 2*6.26 + 1*3.75 + 7*10.01 + 4*3.75 + 2*3.75 + 1*5.0 + 1*6.26 + 1*7.51 + 18*8.76 + 2*8.76",315.32,"0.22 + 0.14 + 0.39 + 0.37 + 0.37 + 0.37 + 0.37 + 0.37 + 0.3",2.9,"1*2.48 + 1*1.65 + 2*1.92 + 1*1.57 + 7*2.09 + 4*2.12 + 2*1.97 + 1*1.04 + 1*1.31 + 1*1.7 + 18*2.07 + 2*4.28",86.46
"sky130_fd_sc_lp__and3b","1 and3_1","1*6.26",6.26,"0.13",0.13,"1*5.59",5.59
"sky130_fd_sc_lp__a2111o_2","1 or2_0","1*6.26",6.26,"0.17",0.17,"1*1.26",1.26
"exponent_finder","8 a211oi_1, 1 a21boi_0, 1 a21o_1, 17 a21oi_1, 1 a222oi_1, 1 a22o_1, 3 a22oi_1, 1 a2bb2oi_1, 1 a311oi_1, 3 a31oi_1, 14 and2_0, 2 and3_1, 2 and4_1, 16 clkinv_1, 20 dfxtp_1, 28 maj3_1, 55 nand2_1, 2 nand2b_1, 2 nand3_1, 5 nand4_1, 18 nor2_1, 8 nor2b_1, 3 nor3_1, 13 nor4_1, 1 o21a_1, 11 o21ai_0, 3 o221ai_1, 1 o22a_1, 3 o22ai_1, 1 o31a_1, 2 or2_0, 2 or3_1, 1 or4_1, 22 xnor2_1, 15 xnor3_1, 21 xor2_1, 12 xor3_1","8*7.51 + 1*7.51 + 1*7.51 + 17*5.0 + 1*10.01 + 1*8.76 + 3*7.51 + 1*8.76 + 1*8.76 + 3*6.26 + 14*6.26 + 2*6.26 + 2*8.76 + 16*3.75 + 20*20.02 + 28*10.01 + 55*3.75 + 2*6.26 + 2*5.0 + 5*6.26 + 18*3.75 + 8*6.26 + 3*5.0 + 13*6.26 + 1*7.51 + 11*5.0 + 3*8.76 + 1*8.76 + 3*6.26 + 1*8.76 + 2*6.26 + 2*6.26 + 1*7.51 + 22*8.76 + 15*22.52 + 21*8.76 + 12*23.77",2727.45,"0.48 + 0.13 + 0.38 + 0.39 + 0.39 + 0.17 + 0.38 + 0.23 + 0.11 + 0.25 + 0.1 + 0.24",3.25,"8*0.98 + 1*2.48 + 1*5.9 + 17*1.65 + 1*2.43 + 1*4.06 + 3*2.58 + 1*3.38 + 1*0.97 + 3*1.48 + 14*1.92 + 2*5.59 + 2*3.4 + 16*1.57 + 20*8.44 + 28*2.09 + 55*2.12 + 2*2.25 + 2*1.03 + 5*0.53 + 18*1.97 + 8*2.18 + 3*0.93 + 13*0.5 + 1*2.21 + 11*1.04 + 3*1.09 + 1*2.76 + 3*1.31 + 1*2.07 + 2*1.26 + 2*1.28 + 1*0.85 + 22*2.07 + 15*15.62 + 21*4.28 + 12*15.22",1136.56
"up_down_counter","13 clkinv_1, 12 dfrtp_1, 1 nand2_1, 1 nand2b_1, 1 nand4_1, 1 o21ai_0, 1 or4_1, 2 xnor2_1, 3 xor2_1","13*3.75 + 12*25.02 + 1*3.75 + 1*6.26 + 1*6.26 + 1*5.0 + 1*7.51 + 2*8.76 + 3*8.76",421.57,"0.38 + 0.51 + 0.09 + 0.13",1.11,"13*1.57 + 12*11.65 + 1*2.12 + 1*2.25 + 1*0.53 + 1*1.04 + 1*0.85 + 2*2.07 + 3*4.28",183.98
"shift_register","4 a21oi_1, 4 a221oi_1, 8 clkinv_1, 20 dfxtp_1, 8 nand2_1, 5 nand2b_1, 4 nor2_1, 4 nor3_1, 4 o221a_1, 4 o221ai_1, 1 or2_0","4*5.0 + 4*8.76 + 8*3.75 + 20*20.02 + 8*3.75 + 5*6.26 + 4*3.75 + 4*5.0 + 4*11.26 + 4*8.76 + 1*6.26",668.08,"0.35 + 0.28",0.63,"4*1.65 + 4*1.78 + 8*1.57 + 20*8.44 + 8*2.12 + 5*2.25 + 4*1.97 + 4*0.93 + 4*2.73 + 4*1.09 + 1*1.26",251.43
"signal_combiner","2 xnor2_1, 1 xor2_1","2*8.76 + 1*8.76",26.28,"0.15 + 0.11",0.26,"2*2.07 + 1*4.28",8.42
"aurora_201_RX_STREAM","1 dfxtp_1, 1 nand2_1, 1 o21a_1","1*20.02 + 1*3.75 + 1*7.51",31.28,"0.28 + 0.17",0.45,"1*8.44 + 1*2.12 + 1*2.21",12.77
"counter_load_down_set","1 a22o_1, 1 a32o_1, 7 clkinv_1, 4 dfrtp_1, 1 nand2_1, 2 nand2b_1, 1 nor2b_1, 1 nor3_1, 1 nor4_1, 1 o211ai_1, 4 o21ai_0, 1 o21bai_1, 1 o22ai_1, 1 o31a_1, 1 o41ai_1","1*8.76 + 1*10.01 + 7*3.75 + 4*25.02 + 1*3.75 + 2*6.26 + 1*6.26 + 1*5.0 + 1*6.26 + 1*7.51 + 4*5.0 + 1*7.51 + 1*6.26 + 1*8.76 + 1*8.76",237.69,"0.37 + 0.29 + 0.16 + 0.09",0.91,"1*4.06 + 1*2.3 + 7*1.57 + 4*11.65 + 1*2.12 + 2*2.25 + 1*2.18 + 1*0.93 + 1*0.5 + 1*0.7 + 4*1.04 + 1*2.87 + 1*1.31 + 1*2.07 + 1*1.39",86.68
"full_adder","1 and2_0, 1 maj3_1, 1 xor2_1, 1 xor3_1","1*6.26 + 1*10.01 + 1*8.76 + 1*23.77",48.8,"0.33",0.33,"1*1.92 + 1*2.09 + 1*4.28 + 1*15.22",23.51
"adder_16","1 a211oi_1, 5 a21oi_1, 1 a311oi_1, 1 a31oi_1, 1 a41oi_1, 6 and2_0, 2 and3_1, 1 clkinv_1, 8 maj3_1, 6 nand2_1, 1 nand4_1, 23 nor2_1, 1 nor2b_1, 2 nor3_1, 1 o21a_1, 1 o21ai_0, 1 o311ai_0, 1 o31a_1, 2 o31ai_1, 4 or2_0, 2 or3_1, 21 xnor2_1, 14 xor2_1","1*7.51 + 5*5.0 + 1*8.76 + 1*6.26 + 1*8.76 + 6*6.26 + 2*6.26 + 1*3.75 + 8*10.01 + 6*3.75 + 1*6.26 + 23*3.75 + 1*6.26 + 2*5.0 + 1*7.51 + 1*5.0 + 1*8.76 + 1*8.76 + 2*7.51 + 4*6.26 + 2*6.26 + 21*8.76 + 14*8.76",710.68,"0.37 + 0.39 + 0.39 + 0.39 + 0.39 + 0.39 + 0.39 + 0.4 + 0.33 + 0.17 + 0.34 + 0.14 + 0.48 + 0.3 + 0.16 + 0.1",5.13,"1*0.98 + 5*1.65 + 1*0.97 + 1*1.48 + 1*1.36 + 6*1.92 + 2*5.59 + 1*1.57 + 8*2.09 + 6*2.12 + 1*0.53 + 23*1.97 + 1*2.18 + 2*0.93 + 1*2.21 + 1*1.04 + 1*0.64 + 1*2.07 + 2*1.7 + 4*1.26 + 2*1.28 + 21*2.07 + 14*4.28",236.98
"FB_DoorController","1 a211o_1, 1 a211oi_1, 2 a21oi_1, 1 a221oi_1, 3 dfxtp_1, 3 nand2_1, 2 nor2_1, 2 nor2b_1, 1 nor4b_1, 1 or2_0","1*8.76 + 1*7.51 + 2*5.0 + 1*8.76 + 3*20.02 + 3*3.75 + 2*3.75 + 2*6.26 + 1*8.76 + 1*6.26",141.38,"0.29 + 0.35 + 0.08 + 0.2",0.92,"1*3.14 + 1*0.98 + 2*1.65 + 1*1.78 + 3*8.44 + 3*2.12 + 2*1.97 + 2*2.18 + 1*0.91 + 1*1.26",51.35
"sky130_fd_sc_ls__a211oi","1 a211oi_1","1*7.51",7.51,"0.15",0.15,"1*0.98",0.98
"motor_control","1 a21o_1, 1 buf_1, 3 dfxtp_1, 1 or2_0","1*7.51 + 1*3.75 + 3*20.02 + 1*6.26",77.58,"0.19",0.19,"1*5.9 + 1*1.18 + 3*8.44 + 1*1.26",33.66
"counter","1 a21oi_1, 2 dfxtp_1, 1 nor2_1, 1 o21a_1","1*5.0 + 2*20.02 + 1*3.75 + 1*7.51",56.3,"0.28 + 0.13 + 0.12",0.53,"1*1.65 + 2*8.44 + 1*1.97 + 1*2.21",22.71
"flip_flop","1 a31o_1, 1 a31oi_1, 3 clkinv_1, 2 dfxtp_1, 1 nand2_1","1*8.76 + 1*6.26 + 3*3.75 + 2*20.02 + 1*3.75",70.06,"0.04 + 0.2",0.24,"1*2.37 + 1*1.48 + 3*1.57 + 2*8.44 + 1*2.12",27.56
